560,116,592,116,592,142,560,142,42.6667
938,180,1010,172,1013,193,941,202,42.6667
905,184,944,180,946,200,908,204,42.6667
323,203,370,203,370,229,323,229,42.7068
364,203,443,203,443,229,364,229,42.6667
107,226,162,217,166,239,110,248,42.6667
920,229,1006,222,1007,239,921,246,42.6667
403,401,450,392,456,424,409,433,42.6667
398,403,418,403,418,421,398,421,42.6667
379,406,400,406,400,426,379,426,42.6667
363,413,381,413,381,429,363,429,42.6667
347,417,364,417,364,433,347,433,42.6667
380,423,410,417,413,431,383,437,42.6667
346,432,383,424,386,437,349,445,42.6667
