49,25,116,25,116,69,49,69,117.9229
0,35,37,35,37,60,0,60,110.8357
117,36,233,45,231,80,114,71,94.6258
303,53,404,59,402,92,301,86,82.3756
0,65,49,68,47,92,0,89,114.1353
47,66,139,72,137,96,45,91,117.4342
137,75,164,75,164,96,137,96,78.3474
323,84,379,88,377,105,322,100,48.5234
0,94,38,94,38,113,0,113,106.0671
38,96,72,96,72,113,38,113,112.0026
72,96,147,98,147,116,71,114,119.7859
145,101,211,101,211,118,145,118,94.9193
292,101,312,101,312,112,292,112,91.0437
211,103,260,106,259,123,210,119,46.5116
0,114,6,114,6,125,0,125,42.8889
5,110,54,115,53,128,3,124,42.8200
72,110,156,117,154,136,71,130,50.2182
51,115,74,115,74,129,51,129,42.7111
152,116,212,118,212,136,151,134,44.8164
300,117,415,124,414,142,299,135,47.0822
1240,152,1280,157,1278,177,1238,172,0.9000
801,203,877,205,876,232,800,230,42.6667
564,325,608,325,608,368,564,368,42.6667
