794,192,821,192,821,227,794,227,42.6667
689,272,702,272,702,282,689,282,73.7857
705,290,716,290,716,299,705,299,42.6667
759,302,792,300,794,359,761,360,43.1622
658,306,699,303,706,407,665,409,70.5448
736,313,762,313,762,330,736,330,42.6667
733,328,764,328,764,360,733,360,42.6679
563,334,592,328,604,395,576,400,75.6228
341,341,372,341,372,373,341,373,105.6752
508,346,539,342,546,410,515,413,43.1622
631,341,673,345,668,413,625,409,61.3945
703,355,727,359,720,396,696,392,91.7386
316,361,370,381,341,462,286,442,56.5232
397,375,425,383,402,455,374,446,42.7735
756,411,773,411,773,461,756,461,42.6667
797,425,817,425,817,449,797,449,42.6667
308,510,409,510,409,571,308,571,45.3554
769,613,820,613,820,629,769,629,42.7873
818,616,851,616,851,629,818,629,42.6667
748,637,893,637,893,666,748,666,42.6667
401,648,456,648,456,664,401,664,0.9000
842,686,880,688,879,705,841,703,0.9000
