1099,0,1155,0,1155,35,1099,35,42.6702
1119,30,1154,6,1165,22,1130,46,42.6667
1059,11,1105,11,1105,57,1059,57,42.6667
563,30,590,30,590,66,563,66,42.6667
546,42,558,42,558,66,546,66,42.6667
423,72,466,67,469,88,425,93,42.6667
388,75,427,75,427,97,388,97,60.0127
399,105,463,99,465,120,401,126,59.2312
418,132,480,124,482,144,421,152,42.6667
278,129,318,129,318,161,278,161,43.4723
384,136,422,132,424,152,386,156,42.6667
731,178,786,174,788,199,733,203,42.6667
603,180,632,180,632,204,603,204,42.6667
377,500,430,493,433,517,380,523,42.6667
341,679,403,666,406,679,343,692,0.9000
