381,3,513,0,515,39,383,45,87.5365
271,6,384,2,386,44,272,47,126.2805
264,42,539,35,540,94,265,100,93.8063
394,115,411,115,411,125,394,125,42.6667
266,130,355,130,355,142,266,142,62.7670
268,147,340,146,340,155,268,156,42.6667
277,202,318,202,318,210,277,210,42.6667
317,203,340,203,340,211,317,211,78.7299
282,211,305,211,305,221,282,221,42.6667
374,213,435,213,435,224,374,224,42.6667
374,227,421,228,421,240,374,238,42.6667
378,246,390,246,390,253,378,253,42.6667
1154,249,1226,245,1227,266,1155,270,0.9000
402,262,409,262,409,269,402,269,42.6667
649,321,657,321,657,357,649,357,42.6667
635,336,658,336,658,448,635,448,42.6667
