349,130,432,120,434,141,351,151,42.6667
833,170,883,164,888,200,838,206,42.6667
772,186,812,186,812,233,772,233,42.6667
149,230,232,210,241,247,158,267,91.3925
378,239,457,230,459,248,379,257,66.0013
346,240,380,238,381,255,347,257,93.7511
429,246,466,246,466,261,429,261,42.6667
403,249,433,249,433,265,403,265,61.6673
339,254,404,250,405,266,340,271,121.2235
110,290,285,252,305,343,130,381,74.5071
396,281,470,275,472,299,398,306,58.7754
834,289,883,273,891,297,842,312,42.6667
341,286,398,282,400,308,343,312,134.0839
347,307,464,295,469,341,351,352,56.0875
351,346,472,333,475,359,354,372,42.6667
