1016,220,1108,192,1119,229,1028,258,42.6667
749,201,789,201,789,225,749,225,72.0501
875,230,951,222,953,241,877,249,43.5536
954,244,998,234,1003,260,959,270,66.4962
118,256,283,246,287,310,122,320,75.9491
280,247,412,255,409,317,276,309,61.6224
737,265,782,260,784,277,739,282,42.6667
804,276,837,275,838,286,804,288,42.6667
758,284,795,284,795,301,758,301,42.6667
734,286,760,286,760,304,734,304,42.6667
1036,292,1134,289,1137,358,1038,362,42.6667
62,329,108,329,108,342,62,342,42.6667
1045,355,1141,350,1142,386,1047,390,42.6667
960,361,1027,361,1027,390,960,390,93.9201
1024,363,1042,363,1042,379,1024,379,42.6667
1056,403,1152,404,1151,441,1055,439,42.6667
987,405,1037,405,1037,429,987,429,42.6667
