743,26,875,0,892,13,759,66,52.5104
940,0,981,0,981,25,940,25,43.1770
981,0,1006,0,1006,6,981,6,42.6667
1003,48,1079,26,1089,64,1014,85,42.6667
982,54,1012,54,1012,86,982,86,42.6667
931,69,981,57,990,89,940,102,95.8861
1005,80,1111,57,1120,98,1014,121,42.6667
768,83,792,83,792,110,768,110,42.6667
935,97,1010,86,1016,125,941,136,42.7830
1073,163,1123,156,1127,190,1077,197,126.0362
983,168,1076,159,1080,197,987,206,119.1773
934,177,988,175,989,206,936,209,128.7964
1106,197,1278,182,1280,227,1110,242,50.8837
1016,201,1111,198,1113,239,1017,242,47.2313
934,208,1018,208,1018,243,934,243,45.1704
757,268,948,295,933,405,741,379,88.3357
990,284,1085,290,1082,326,987,320,52.9941
939,287,993,289,992,320,938,318,93.0545
1083,291,1164,296,1162,330,1080,325,63.4725
1165,290,1280,304,1278,348,1160,334,0.9000
950,325,964,325,964,346,950,346,43.2162
967,320,1026,326,1023,359,964,353,43.5364
1021,329,1116,335,1114,371,1018,365,42.6667
801,409,816,409,816,441,801,441,42.6667
815,410,834,405,843,440,824,444,42.6667
963,408,1076,439,1067,475,953,445,83.8526
1071,439,1243,488,1233,523,1061,474,66.0277
793,450,841,466,831,494,784,478,42.6667
830,467,885,479,879,507,824,495,42.6667
