1027,65,1079,32,1100,65,1048,98,42.6667
566,68,624,68,624,89,566,89,42.6667
517,75,568,69,571,91,519,97,51.1589
187,145,267,166,255,211,176,190,69.5043
29,171,95,166,97,197,31,202,51.2595
1095,187,1132,184,1134,206,1097,210,42.6667
512,202,643,191,646,223,515,234,42.6779
1181,220,1239,212,1244,250,1186,257,0.9000
31,254,93,249,94,271,33,276,42.6667
47,276,79,272,80,281,48,285,42.6667
1186,287,1238,285,1239,316,1187,318,0.9000
582,297,653,293,654,321,584,325,42.6667
521,308,584,296,588,321,526,333,42.6714
1198,324,1257,324,1257,363,1198,363,0.9000
555,386,636,379,637,393,556,400,42.6667
594,401,627,401,627,412,594,412,42.6667
