646,141,698,135,701,160,649,167,42.6667
576,150,650,141,653,166,579,174,42.6667
540,154,577,152,578,176,542,179,42.6667
516,158,542,158,542,181,516,181,42.6667
435,169,515,155,520,182,440,197,57.1341
368,171,440,168,442,197,369,200,60.5756
244,190,349,178,353,208,247,220,64.7415
186,196,247,195,248,219,187,221,42.6667
524,206,568,206,568,242,524,242,98.4769
443,214,521,214,521,254,443,254,117.7504
342,224,435,216,438,259,346,267,106.3696
496,251,641,234,646,278,501,294,42.8053
277,280,493,251,500,301,284,330,47.6881
355,370,401,365,404,386,358,391,104.4849
465,371,483,371,483,398,465,398,42.6667
316,380,334,380,334,396,316,396,79.2374
599,389,682,374,686,399,603,413,42.6667
413,417,513,400,517,427,418,443,42.6667
222,438,408,412,411,440,226,465,42.6667
