204,178,256,163,298,188,245,203,80.6152
236,199,278,197,279,210,236,211,80.0833
223,227,258,222,274,231,239,236,43.7834
908,232,938,220,970,227,939,239,42.6667
827,231,835,224,849,230,841,237,42.6667
563,237,585,225,611,237,589,250,42.6667
217,398,236,391,252,399,234,406,42.6667
636,239,648,225,661,237,648,251,42.6667
258,410,273,402,287,409,272,417,42.6667
227,412,243,404,260,412,243,420,42.6667
257,396,271,389,285,395,271,402,42.6667
252,380,284,371,300,379,267,388,42.6667
212,243,225,237,239,243,226,249,42.6667
204,233,212,226,223,231,214,238,42.6667
845,226,852,226,852,235,845,235,42.6667
241,235,290,235,290,253,241,253,42.6667
226,377,240,377,240,390,226,390,42.6667
193,391,194,376,226,379,225,394,0.9992
209,422,210,405,234,406,233,423,0.9984
256,238,256,223,293,224,293,238,0.9799
241,390,241,375,273,375,273,390,0.9656
