616,142,652,119,690,133,654,156,47.9305
1032,82,1046,73,1072,77,1058,86,44.5349
690,129,730,108,773,120,732,141,42.6667
1075,76,1109,64,1138,68,1105,81,42.6667
1054,92,1076,81,1106,86,1084,98,42.6667
1098,61,1201,48,1206,85,1103,99,42.6667
1135,76,1132,63,1171,55,1174,68,1.0000
1106,98,1103,83,1173,68,1176,83,1.0000
1159,89,1156,72,1207,63,1209,80,1.0000
1136,113,1134,98,1188,87,1191,102,0.9999
393,265,390,250,436,241,439,256,0.9999
1172,70,1169,55,1199,50,1202,64,0.9999
1161,174,1159,158,1201,154,1202,170,0.9996
883,262,872,126,907,123,917,259,0.9982
379,290,376,271,441,259,445,279,0.9957
479,213,476,184,536,177,539,207,0.9955
246,533,235,499,318,471,329,506,0.9943
739,161,737,142,796,133,798,153,0.9897
