213,150,267,132,315,141,262,159,46.9863
1004,144,1035,135,1065,141,1033,150,42.6667
321,141,351,130,380,134,350,146,42.6667
432,127,448,119,479,123,463,130,42.6667
1020,129,1040,121,1065,127,1044,136,42.6667
1014,118,1031,110,1050,117,1033,124,42.6667
161,455,191,446,218,460,188,469,42.6667
937,176,966,162,999,172,969,186,42.6667
380,133,396,125,413,131,397,139,42.6667
163,358,184,348,204,361,183,371,42.6667
410,128,422,122,436,129,424,135,42.6667
151,262,180,252,208,263,179,273,42.6667
1013,156,1030,149,1053,154,1037,161,42.6667
461,113,492,113,492,131,461,131,42.6667
998,125,1027,123,1028,139,1000,141,42.6667
1209,96,1225,89,1245,95,1228,103,0.9999
187,167,185,151,215,147,217,162,0.9992
1262,80,1278,80,1278,99,1262,99,0.9000
1243,85,1266,85,1266,100,1243,100,0.9000
1179,89,1214,89,1214,106,1179,106,0.9000
1272,120,1278,120,1278,130,1272,130,0.9000
