152,9,181,9,181,37,152,37,113.1609
160,18,205,25,258,81,214,81,93.8032
287,105,369,135,397,170,314,140,83.5437
703,233,746,225,789,241,746,250,42.6667
98,228,127,218,154,229,125,239,42.6667
146,208,163,208,163,218,146,218,42.6667
206,310,229,310,229,329,206,329,42.6667
616,334,627,334,627,346,616,346,42.6667
957,491,1030,491,1030,529,957,529,42.6667
925,494,962,494,962,522,925,522,42.6667
704,237,704,220,798,218,799,236,0.9999
240,92,261,60,355,121,335,153,0.9998
568,248,567,236,595,236,595,248,0.9812
