105,261,152,237,211,263,165,287,76.1438
190,263,271,249,354,281,274,294,72.9449
347,275,421,265,485,297,411,307,61.4481
249,422,283,416,285,430,251,436,45.5897
437,466,490,460,512,470,459,476,42.6667
21,427,62,420,102,433,61,440,42.6667
510,468,533,462,552,472,530,478,42.6667
399,444,433,435,464,446,430,455,42.6667
530,312,566,312,566,325,530,325,42.6667
494,438,561,444,560,455,493,450,42.6667
280,499,299,499,299,517,280,517,42.6667
1075,502,1086,503,1084,528,1073,527,42.6667
412,473,413,457,475,460,474,476,1.0000
1063,404,1061,307,1088,306,1090,404,0.9995
1076,576,1070,472,1085,471,1091,576,0.9971
477,455,478,438,527,441,526,459,0.9249
