342,298,369,285,400,294,373,308,134.0839
341,262,373,253,402,258,370,268,121.2235
346,248,363,240,380,247,364,255,93.7511
155,247,192,223,237,229,199,254,91.3925
147,322,227,265,296,298,217,355,74.5071
377,246,416,235,436,242,396,253,66.0013
403,249,433,249,433,265,403,265,61.6673
398,294,433,280,470,286,434,301,58.7754
352,328,408,304,465,319,409,343,56.0875
425,254,443,248,467,253,449,260,42.6667
353,358,412,341,473,345,414,362,42.6667
350,139,390,125,431,131,391,145,42.6667
840,299,862,282,884,287,863,303,42.6667
838,186,860,169,884,183,862,200,42.6667
772,186,812,186,812,233,772,233,42.6667
413,251,412,236,458,232,460,248,1.0000
