184,166,227,159,259,190,216,197,69.5043
31,184,63,170,94,182,62,197,51.2595
517,75,568,69,571,91,519,97,51.1589
515,217,580,196,645,208,581,229,42.6779
525,318,555,302,579,312,549,328,42.6714
1097,197,1116,187,1132,197,1114,208,42.6667
584,310,618,297,651,308,617,322,42.6667
32,264,63,253,92,262,63,272,42.6667
1027,65,1079,32,1100,65,1048,98,42.6667
566,68,624,68,624,89,566,89,42.6667
47,276,79,272,80,281,48,285,42.6667
555,386,636,379,637,393,556,400,42.6667
594,401,627,401,627,412,594,412,42.6667
1184,237,1212,214,1241,231,1213,253,0.9999
254,204,256,188,288,193,286,209,0.9999
31,287,31,273,101,269,102,284,0.9999
325,221,327,207,361,213,359,226,0.9998
1198,342,1228,327,1255,346,1226,361,0.9998
283,210,285,195,319,200,317,215,0.9998
290,682,297,671,353,706,345,717,0.9730
1186,287,1238,285,1239,316,1187,318,0.9000
