251,217,248,191,346,179,349,204,1.0000
441,193,438,172,512,160,516,181,1.0000
582,175,579,152,647,143,650,165,1.0000
374,200,371,176,438,169,440,192,1.0000
226,464,222,442,415,407,419,429,1.0000
190,220,188,197,244,192,246,214,1.0000
653,164,650,142,697,136,700,158,1.0000
505,286,504,245,639,240,640,281,1.0000
349,262,346,226,435,219,438,256,1.0000
440,254,437,223,519,216,522,248,1.0000
293,324,288,276,494,256,498,303,1.0000
543,178,540,157,573,153,575,174,0.9999
529,239,528,208,565,207,566,238,0.9999
517,182,514,163,546,157,549,176,0.9999
116,457,107,439,130,428,138,446,0.9551
