1023,177,1023,164,1052,164,1052,177,1.0000
1031,432,1030,406,1207,400,1208,426,1.0000
359,441,359,427,385,428,385,442,1.0000
184,266,188,235,264,243,261,274,0.9999
871,333,870,319,923,318,924,332,0.9999
795,334,795,318,850,318,850,334,0.9999
736,237,736,201,897,200,897,236,0.9999
1022,410,1021,355,1206,351,1207,406,0.9999
841,333,841,318,876,319,876,333,0.9999
1014,70,1014,54,1054,54,1054,71,0.9999
850,257,850,241,909,239,909,256,0.9998
758,196,758,180,797,179,798,195,0.9998
1019,191,1019,178,1046,178,1046,191,0.9998
1045,191,1046,178,1075,178,1075,191,0.9998
801,258,801,241,860,239,861,256,0.9997
339,64,348,51,398,86,390,98,0.9992
389,652,388,623,471,620,472,649,0.9983
807,314,807,298,853,298,853,315,0.9982
