1135,76,1132,63,1171,55,1174,68,1.0000
695,145,690,116,769,104,774,133,1.0000
1106,98,1103,83,1173,68,1176,83,1.0000
1159,89,1156,72,1207,63,1209,80,1.0000
623,157,618,126,687,114,693,146,1.0000
1136,113,1134,98,1188,87,1191,102,0.9999
1091,84,1089,68,1145,59,1148,75,0.9999
393,265,390,250,436,241,439,256,0.9999
1172,70,1169,55,1199,50,1202,64,0.9999
1161,174,1159,158,1201,154,1202,170,0.9996
1057,101,1055,83,1113,76,1115,94,0.9992
883,262,872,126,907,123,917,259,0.9982
379,290,376,271,441,259,445,279,0.9957
479,213,476,184,536,177,539,207,0.9955
1030,92,1027,73,1079,66,1082,85,0.9955
246,533,235,499,318,471,329,506,0.9943
739,161,737,142,796,133,798,153,0.9897
