800,164,796,153,827,142,831,153,1.0000
414,112,413,84,456,83,457,112,1.0000
662,100,661,82,712,80,713,97,1.0000
658,137,658,126,702,125,702,137,1.0000
527,126,526,112,579,110,579,125,1.0000
474,128,474,112,525,111,525,127,0.9999
561,108,561,86,597,85,598,108,0.9999
471,110,471,86,519,86,519,110,0.9999
522,108,521,83,557,82,557,108,0.9999
596,108,596,87,632,85,632,106,0.9999
936,153,935,136,961,135,961,152,0.9997
689,137,689,126,725,126,725,137,0.9997
445,111,445,82,479,82,479,111,0.9781
826,155,818,139,850,125,857,142,0.9678
