938,486,941,473,973,480,970,493,1.0000
942,406,944,391,1007,403,1004,418,1.0000
1037,426,1040,410,1096,420,1093,436,1.0000
1003,418,1005,403,1037,408,1035,423,1.0000
970,499,973,484,1003,490,1000,505,1.0000
1089,436,1092,419,1146,428,1143,446,1.0000
951,357,954,313,1215,328,1213,371,0.9999
1001,507,1005,492,1044,502,1040,518,0.9999
1154,450,1157,432,1208,440,1205,459,0.9999
1145,526,1151,510,1205,529,1199,545,0.9998
971,395,974,364,1065,374,1062,405,0.9997
932,509,936,495,970,503,966,517,0.9978
