307,83,308,59,404,63,403,87,1.0000
806,229,806,206,874,206,874,229,1.0000
55,91,56,72,141,75,141,94,1.0000
154,133,155,119,211,121,210,136,1.0000
101,133,102,117,153,118,153,134,1.0000
153,116,154,101,212,104,211,119,1.0000
120,69,121,42,200,44,199,71,0.9999
303,136,304,120,414,124,414,139,0.9999
0,127,0,112,55,113,55,128,0.9999
211,118,213,103,259,107,258,122,0.9999
76,131,76,115,111,115,110,131,0.9999
657,180,652,164,677,155,682,170,0.9999
35,113,36,96,76,98,75,115,0.9999
0,89,0,68,51,67,51,89,0.9998
54,65,55,40,113,41,113,66,0.9997
71,114,72,96,129,99,128,117,0.9997
0,112,0,96,42,96,42,112,0.9988
751,272,750,256,781,254,782,270,0.9927
135,96,136,73,177,75,176,98,0.9925
