199,432,196,410,271,398,275,420,1.0000
402,490,399,477,442,467,445,481,1.0000
342,442,339,428,385,419,388,432,1.0000
250,459,247,444,309,433,311,448,1.0000
75,450,72,424,142,415,145,441,1.0000
18,411,15,377,247,354,250,387,1.0000
270,384,267,347,436,334,439,371,1.0000
141,439,138,415,191,408,194,432,1.0000
21,455,18,431,73,426,75,450,1.0000
174,470,171,452,206,448,208,466,1.0000
109,135,110,111,253,116,252,140,0.9999
319,413,316,387,385,379,388,405,0.9999
319,507,316,491,370,480,373,496,0.9999
278,421,275,396,322,390,326,414,0.9999
207,466,204,448,264,438,267,456,0.9999
392,434,389,414,436,407,439,427,0.9998
17,104,19,54,251,65,249,115,0.9997
317,446,315,432,340,428,342,442,0.9992
379,409,376,382,429,375,432,402,0.9990
52,128,54,105,129,110,127,133,0.9966
