684,268,682,247,739,242,741,263,1.0000
675,193,674,168,740,164,741,189,1.0000
746,264,744,242,802,236,805,259,1.0000
742,191,741,165,801,163,801,189,1.0000
913,116,904,86,957,70,966,100,1.0000
1110,58,1099,22,1197,0,1207,29,1.0000
685,68,685,48,740,46,741,67,1.0000
647,100,646,83,682,80,683,98,1.0000
701,334,699,318,794,310,795,325,1.0000
683,96,683,78,725,78,725,96,1.0000
691,352,690,336,805,329,805,345,1.0000
716,114,716,98,768,97,768,114,0.9999
725,94,725,79,767,80,766,95,0.9999
736,68,737,46,801,49,799,71,0.9999
1079,153,1075,124,1144,114,1148,142,0.9998
773,97,773,81,810,83,809,99,0.9994
1006,208,1006,195,1032,194,1032,208,0.9933
