1100,207,1100,190,1131,189,1131,206,1.0000
34,198,31,174,92,168,94,192,1.0000
529,329,526,308,571,303,573,324,1.0000
519,233,517,202,645,194,647,225,1.0000
586,323,584,301,649,296,650,319,1.0000
1188,255,1185,216,1238,212,1241,250,0.9999
181,188,188,153,264,169,257,204,0.9999
254,204,256,188,288,193,286,209,0.9999
34,274,33,257,91,253,93,269,0.9999
31,287,31,273,101,269,102,284,0.9999
325,221,327,207,361,213,359,226,0.9998
1199,361,1199,331,1254,330,1254,360,0.9998
283,210,285,195,319,200,317,215,0.9998
290,682,297,671,353,706,345,717,0.9730
