562,273,562,260,615,259,615,273,1.0000
522,233,513,189,581,176,590,220,1.0000
669,101,658,75,696,59,707,85,1.0000
1000,243,995,204,1068,193,1074,232,1.0000
583,219,574,174,668,155,677,200,0.9999
1003,216,995,180,1050,169,1058,204,0.9998
1017,327,1018,307,1073,308,1072,328,0.9998
1070,328,1070,306,1126,307,1126,329,0.9998
978,288,977,268,1031,266,1032,285,0.9998
640,114,630,94,660,79,670,99,0.9993
1141,234,1140,222,1171,218,1172,231,0.9986
920,261,919,249,951,246,952,258,0.9974
746,430,744,417,778,413,780,426,0.9876
